persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H6120331P02,Y24H6120331,2,Walking,Active,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Female,Child,Fully Owned,Port Phillip (C),Nil income,388.543415103,558.8137197,30.0
Y24H6120337P03,Y24H6120337,3,Tram,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,3,2+ cars,Female,Unrelated,Being Purchased,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",861.624481623,805.0939476,42.0
Y24H6120339P01,Y24H6120339,1,Tram,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Self,Being Purchased,Port Phillip (C),"$800-$999 ($41,600-$51,999)",568.743496073,533.0079864,38.0
Y24H6120339P02,Y24H6120339,2,Tram,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Male,Spouse,Being Purchased,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",469.684540706,533.0079864,35.0
Y24H6120416P01,Y24H6120416,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Self,Being Purchased,Hume (C),"$1,000-$1,249 ($52,000-$64,999)",1070.279584556,1182.784688,45.0
Y24H6120416P05,Y24H6120416,5,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Purchased,Hume (C),Nil income,755.730830464,1182.784688,5.0
Y24H6120424P03,Y24H6120424,3,Public Bus,Public,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Rented,Hume (C),"$300-$399 ($15,600-$20,799)",865.492818264,837.2528177,17.0
Y24H6120424P04,Y24H6120424,4,Public Bus,Public,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Rented,Hume (C),Nil income,519.034466064,837.2528177,17.0
Y24H6120424P05,Y24H6120424,5,Public Bus,Public,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,1,1 car,Female,Child,Being Rented,Hume (C),Nil income,534.956001639,837.2528177,17.0
Y24H6120429P02,Y24H6120429,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Spouse,Being Rented,Hume (C),"$2,000-$2,999 ($104,000-$155,999)",932.260088336,1005.10377,45.0
Y24H6120430P01,Y24H6120430,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,4,2+ cars,Male,Self,Being Rented,Hume (C),"$2,000-$2,999 ($104,000-$155,999)",1026.225083567,1778.684121,20.0
Y24H6120430P03,Y24H6120430,3,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Sales Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,4,2+ cars,Female,Child,Being Rented,Hume (C),"$650-$799 ($33,800-$41,599)",1478.904282932,1778.684121,15.0
Y24H6120433P01,Y24H6120433,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Self,Fully Owned,Hume (C),"$2,000-$2,999 ($104,000-$155,999)",1407.405278862,2032.378404,35.0
Y24H6126116P01,Y24H6126116,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Male,Self,Being Purchased,Campaspe (S),"$1,250-$1,499 ($65,000-$77,999)",314.509385117,366.5618874,26.0
Y24H6126116P03,Y24H6126116,3,Public Bus,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Sales Workers,Student,Other,Shepparton SA4,Regional Victoria,Secondary,Yes,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Being Purchased,Campaspe (S),"$150-$299 ($7,800-$15,599)",237.142923436,366.5618874,65.0
Y24H6126116P05,Y24H6126116,5,Public Bus,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Secondary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Campaspe (S),Nil income,539.585590242,366.5618874,50.0
Y24H6126123P01,Y24H6126123,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Machinery Operators and Drivers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Male,Self,Fully Owned,Campaspe (S),"$800-$999 ($41,600-$51,999)",193.39651255,230.014582,6.0
Y24H6126123P02,Y24H6126123,2,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Female,Spouse,Fully Owned,Campaspe (S),"$500-$649 ($26,000-$33,799)",149.028289931,230.014582,9.0
Y24H6126224P01,Y24H6126224,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Self,Being Purchased,Moira (S),"$2,000-$2,999 ($104,000-$155,999)",122.811473316,168.1166679,80.0
Y24H6126227P01,Y24H6126227,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Being Purchased,Moira (S),"$1,750-$1,999 ($91,000-$103,999)",217.202429619,157.2491134,10.0
Y24H6126240P01,Y24H6126240,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Labourers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Being Rented,Moira (S),"$1,000-$1,249 ($52,000-$64,999)",367.283601373,219.3245059,25.0
Y24H6126240P03,Y24H6126240,3,Bicycle,Active,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Rented,Moira (S),Nil income,202.122556866,219.3245059,15.0
Y24H6126240P04,Y24H6126240,4,Bicycle,Active,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,Other,Shepparton SA4,Regional Victoria,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Rented,Moira (S),Nil income,202.122556866,219.3245059,15.0
Y24H6130102P03,Y24H6130102,3,Walking,Active,"$400-$499 ($20,800-$25,999)",Low,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Other relative,Fully Owned,Greater Dandenong (C),Nil income,1095.070259175,1288.693042,5.0
Y24H6130102P04,Y24H6130102,4,Walking,Active,"$400-$499 ($20,800-$25,999)",Low,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Other relative,Fully Owned,Greater Dandenong (C),Nil income,1095.070259175,1288.693042,5.0
Y24H6130108P02,Y24H6130108,2,Vehicle Passenger,Private,"$150-$299 ($7,800-$15,599)",Low,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,0,No car,Female,Child,Being Rented,Greater Dandenong (C),Nil income,1673.04742686,1214.922476,11.0
Y24H6130119P03,Y24H6130119,3,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Rented,Greater Dandenong (C),Nil income,4242.703912791,1779.05088,9.0
Y24H6130119P04,Y24H6130119,4,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Rented,Greater Dandenong (C),Nil income,4158.626107558,1779.05088,8.0
Y24H6130119P05,Y24H6130119,5,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Rented,Greater Dandenong (C),Nil income,2449.898292081,1779.05088,9.0
Y24H6130123P01,Y24H6130123,1,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Labourers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Male,Self,Being Rented,Greater Dandenong (C),"$1,500-$1,749 ($78,000-$90,999)",1332.996113537,810.9430691,25.0
Y24H6130129P01,Y24H6130129,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,1,1 car,Female,Self,Being Purchased,Greater Dandenong (C),"$2,000-$2,999 ($104,000-$155,999)",674.555660383,700.4563238,20.0
Y24H6130136P01,Y24H6130136,1,Train,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Labourers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,1,1 car,Male,Self,Being Rented,Greater Dandenong (C),"$2,000-$2,999 ($104,000-$155,999)",735.005089286,700.4563238,57.0
Y24H6130138P01,Y24H6130138,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Labourers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Self,Being Rented,Greater Dandenong (C),"$3,000-$3,499 ($156,000-$181,999)",1269.666164797,794.1623804,10.0
Y24H6130202P02,Y24H6130202,2,Train,Public,"$1,000-$1,249 ($52,000-$64,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Male,Spouse,Being Purchased,Knox (C),"$500-$649 ($26,000-$33,799)",728.796492469,550.1922246,55.0
Y24H6130208P03,Y24H6130208,3,Vehicle Passenger,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Purchased,Knox (C),Nil income,451.957886744,405.7499519,20.0
Y24H6130209P01,Y24H6130209,1,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Female,Self,Being Purchased,Knox (C),"$1,500-$1,749 ($78,000-$90,999)",559.845136805,612.7052611,22.0
Y24H6130209P02,Y24H6130209,2,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Spouse,Being Purchased,Knox (C),"$2,000-$2,999 ($104,000-$155,999)",478.989360585,612.7052611,54.0
Y24H6130209P04,Y24H6130209,4,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Female,Child,Being Purchased,Knox (C),Nil income,738.275316533,612.7052611,25.0
Y24H6130209P05,Y24H6130209,5,Vehicle Passenger,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Knox (C),Nil income,737.13423382,612.7052611,25.0
Y24H6130211P02,Y24H6130211,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,3,2+ cars,Female,Spouse,Fully Owned,Knox (C),"$2,000-$2,999 ($104,000-$155,999)",615.184076443,488.6016299,10.0
Y24H6130213P03,Y24H6130213,3,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Fully Owned,Knox (C),Nil income,484.130711292,470.3376067,5.0
Y24H6130226P01,Y24H6130226,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Male,Self,Being Purchased,Knox (C),"$2,000-$2,999 ($104,000-$155,999)",237.922694205,328.0721168,75.0
Y24H6130229P01,Y24H6130229,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,2,2+ cars,Female,Self,Being Purchased,Knox (C),"$1,750-$1,999 ($91,000-$103,999)",240.692115452,283.9574533,21.0
Y24H6130229P02,Y24H6130229,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Sales Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,2,2+ cars,Male,Child,Being Purchased,Knox (C),"$300-$399 ($15,600-$20,799)",141.588168804,283.9574533,20.0
Y24H6130229P04,Y24H6130229,4,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Male,Child,Being Purchased,Knox (C),Nil income,248.472604657,283.9574533,30.0
Y24H6130231P03,Y24H6130231,3,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,3,2+ cars,Female,Child,Being Rented,Knox (C),"$1,000-$1,249 ($52,000-$64,999)",335.610768062,405.0174171,45.0
Y24H6130231P04,Y24H6130231,4,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Technicians and Trades Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Male,Grandchild,Being Rented,Knox (C),Nil income,505.563188416,405.0174171,33.0
Y24H6130231P05,Y24H6130231,5,Walking,Active,"$4,000-$4,499 ($208,000-$233,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,3,2+ cars,Female,Grandchild,Being Rented,Knox (C),"$1-$149 ($1-$7,799)",414.229460192,405.0174171,15.0
Y24H6130236P02,Y24H6130236,2,Vehicle Passenger,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Male,Spouse,Being Purchased,Knox (C),"$1,250-$1,499 ($65,000-$77,999)",204.326568898,261.3668988,17.0
Y24H6130236P04,Y24H6130236,4,Vehicle Passenger,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Male,Child,Being Purchased,Knox (C),Nil income,269.031735586,261.3668988,27.0
Y24H6130237P01,Y24H6130237,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,3,2+ cars,Male,Self,Fully Owned,Knox (C),"$400-$499 ($20,800-$25,999)",214.996626855,300.9095678,20.0
Y24H6130237P03,Y24H6130237,3,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,3,2+ cars,Female,Child,Fully Owned,Knox (C),"$1,750-$1,999 ($91,000-$103,999)",349.739908871,300.9095678,90.0
Y24H6130238P02,Y24H6130238,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Spouse,Fully Owned,Knox (C),"$1,000-$1,249 ($52,000-$64,999)",228.245207078,321.9448799,15.0
Y24H6130238P03,Y24H6130238,3,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Fully Owned,Knox (C),Nil income,331.386224495,321.9448799,24.0
Y24H6130331P01,Y24H6130331,1,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,1,1 car,Female,Self,Being Rented,Yarra (C),"$1,250-$1,499 ($65,000-$77,999)",1546.11088242,1398.990591,34.0
Y24H6130401P01,Y24H6130401,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Male,Self,Being Rented,Whittlesea (C),"$1,000-$1,249 ($52,000-$64,999)",2061.989482414,1059.529631,21.0
Y24H6130401P02,Y24H6130401,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Clerical and Administrative Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,2,2+ cars,Female,Spouse,Being Rented,Whittlesea (C),"$800-$999 ($41,600-$51,999)",1081.830410057,1059.529631,49.0
Y24H6130402P01,Y24H6130402,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,1,1 car,Female,Self,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",709.69608716,961.7044257,45.0
Y24H6130408P02,Y24H6130408,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,3,2+ cars,Male,Spouse,Being Rented,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",434.109959386,632.5220985,45.0
Y24H6130408P03,Y24H6130408,3,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,3,2+ cars,Female,Child,Being Rented,Whittlesea (C),"$650-$799 ($33,800-$41,599)",927.626755794,632.5220985,30.0
